date	id	age	gender	newsws	days_news	subcat	title	image	author	datetime	text	sentiment	author_bio	passed	finished
[28/Apr/2020:12:23:55]	dtt28a63qtoad15l2egsi0u3cc	35-44	Female	5	0	4	5	3	1	2	4	3	1	FALSE	TRUE
[28/Apr/2020:12:46:11]	chv97frn4ht2376sebsq0i95q8	45-54	Male	1	5	5	5	5	3	4	5	4	3	FALSE	TRUE
[28/Apr/2020:12:38:05]	hd7amtdqf0m182dcbnt930b7nh	35-44	Female	1	0	5	5	5	5	5	5	5	5	FALSE	TRUE
[28/Apr/2020:13:22:59]	etpq1j6b80soopgv8crd8onhhd	18-24	Female	3	1	2	4	3	1	2	5	3	1	TRUE	TRUE
[28/Apr/2020:13:28:08]	1mrrik2tuqh9r9okncruejc40m	>55	Female	2	3	5	5	5	1	3	5	5	1	FALSE	TRUE
[28/Apr/2020:13:28:24]	rbhpkb2oitq15h1mfa7ac4m5re	35-44	Male	1	7	5	4	1	1	2	5	4	1	TRUE	TRUE
[28/Apr/2020:13:39:31]	kcecrv3cjaub6s5us064sep7t9	35-44	Male	1	7	3	3	4	4	5	4	3	2	FALSE	TRUE
[28/Apr/2020:13:36:09]	28gbh0p7bea5u73g6o093ejvtk	>55	Male	1	7	4	4	4	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:13:49:48]	uftdq8khq10c568vip167krhel	35-44	Male	2	5	4	5	3	2	4	5	4	1	TRUE	TRUE
[28/Apr/2020:13:31:19]	dgubj66585e3a9mfhs7qhbeo3i	35-44	Female	1	7	1	4	2	1	1	4	3	1	TRUE	TRUE
[28/Apr/2020:13:40:07]	telgtq3ukgo0lkrdepvgmnbe92	18-24	Female	2	2	2	5	1	1	1	5	3	1	TRUE	TRUE
[28/Apr/2020:13:53:28]	higptvdihcbg4c5tjqol4r9ieo	35-44	Male	1	0	4	2	2	1	4	2	3	2	TRUE	TRUE
[28/Apr/2020:13:39:46]	mkuo2l8ulf2cbe5d5jfl74epeu	18-24	Female	5	0	1	4	3	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:13:35:08]	og39rp6m6qrgco0h0uaoovko9o	35-44	Male	3	1	2	3	2	1	2	5	3	1	TRUE	TRUE
[28/Apr/2020:13:37:50]	i9l7vc1fc34uad5l2eovfv05rj	25-34	Female	2	3	5	5	5	5	5	5	5	5	TRUE	TRUE
[28/Apr/2020:13:39:57]	ac65tqn1puaf9i05tkorte08bq	25-34	Male	1	5	5	5	5	4	5	5	5	5	TRUE	TRUE
[28/Apr/2020:13:41:23]	rqp9v264jk0t8059c2vtfkicp1	25-34	Male	2	1	2	5	1	1	2	4	2	1	TRUE	TRUE
[28/Apr/2020:13:42:09]	e9ius0f07e1j01k4tgognm21tk	35-44	Male	2	2	2	4	3	5	4	1	2	4	FALSE	TRUE
[28/Apr/2020:13:47:48]	31mq4radq41bhkjjupr6i86v9v	25-34	Male	1	5	1	5	1	1	1	4	4	1	FALSE	TRUE
[28/Apr/2020:13:51:17]	4kfum2b8rapv7lam2nnai7snkm	35-44	Male	3	1	3	5	3	5	3	4	3	2	FALSE	TRUE
[28/Apr/2020:14:13:44]	fc57sgfne0m18s0o8c1p85tmsp	35-44	Male	1	6	4	3	1	2	3	5	4	1	TRUE	TRUE
[28/Apr/2020:13:59:10]	b1qng4v5shhvo883vj95qmq25d	35-44	Male	3	2	5	5	5	1	1	5	5	1	FALSE	TRUE
[28/Apr/2020:14:01:51]	22d4k2tabh527bif6eart0uqmn	45-54	Female	3	1	1	3	2	1	1	5	4	1	TRUE	TRUE
[28/Apr/2020:14:33:20]	pttstm5pu1ie4doosqimmfa3n4	>55	Male	1	7	5	5	5	1	5	5	5	1	TRUE	TRUE
[28/Apr/2020:14:37:22]	psmagbbunee1j088o3fgdic08f	45-54	Female	5	1	2	5	3	1	1	3	3	1	TRUE	TRUE
[28/Apr/2020:14:39:01]	5d8ttcpk5dooogn3f1505q6m62	35-44	Male	1	5	2	5	5	1	5	5	4	2	FALSE	TRUE
[28/Apr/2020:15:05:14]	42fta255cbvdcnk3s5575komo7	18-24	Female	2	3	3	4	4	1	1	4	4	1	FALSE	TRUE
[28/Apr/2020:14:43:55]	h24c2jub2sg9aukjs9j2hcm2ea	25-34	Male	1	7	4	5	5	1	3	4	4	1	TRUE	TRUE
[28/Apr/2020:14:44:12]	2frlklhfp3huo1oia1oltfsnoh	25-34	Female	1	7	3	4	1	1	2	4	4	1	TRUE	TRUE
[28/Apr/2020:14:43:09]	ell3flhh4n970irv2rc10opemj	35-44	Female	1	3	3	4	2	1	1	5	1	1	TRUE	TRUE
[28/Apr/2020:14:44:44]	7jlt5io0hmsc3bhc8q0jdp323d	45-54	Female	1	7	4	5	2	1	1	5	5	1	FALSE	TRUE
[28/Apr/2020:14:51:55]	gthjs4p0ih39qm17q6ehbc2936	25-34	Male	4	1	2	3	2	1	2	5	4	1	TRUE	TRUE
[28/Apr/2020:14:49:06]	7vng16le5t9o3ha43bom5cvv1u	>55	Male	1	2	4	5	5	4	4	3	4	5	FALSE	TRUE
[28/Apr/2020:14:58:55]	29rbvfifc3ap5bholfs7sccjbf	45-54	Female	2	0	5	5	1	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:14:48:13]	4ncdek9i28c38vtm54eqesvha9	35-44	Male	1	7	2	5	4	3	2	3	3	2	TRUE	TRUE
[28/Apr/2020:14:53:38]	c3hn0nmaah1fagepheorsdih8m	35-44	Female	3	3	3	5	5	4	2	2	2	1	FALSE	TRUE
[28/Apr/2020:14:55:25]	tvvnt3708g3hvhhgkiip940ojf	45-54	Male	5	4	4	4	3	2	2	1	2	1	TRUE	TRUE
[28/Apr/2020:14:58:35]	c5nq15fji5i0e538rgvdddh7io	25-34	Male	2	5	4	4	4	5	4	3	4	4	FALSE	TRUE
[28/Apr/2020:15:02:51]	fv1vnmmjc6gcus2ov3jki1a20l	45-54	Male	1	7	1	3	3	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:15:09:31]	74cb388srpueku40g87thhan5o	>55	Male	2	1	2	5	2	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:15:00:18]	g8gukmuu028f6m0iomv697jse7	25-34	Male	2	2	4	5	2	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:15:13:22]	3m145hh807fjo5h5bspbnp6nk3	35-44	Female	5	0	2	4	4	2	3	3	3	1	TRUE	TRUE
[28/Apr/2020:15:14:28]	8lcmrhcsrfr411l1ji53f8e3kr	25-34	Male	1	6	3	4	3	4	4	4	4	3	FALSE	TRUE
[28/Apr/2020:15:05:05]	c20f1qa7kiigvhrkldeg19nhql	25-34	Female	1	7	1	5	5	4	2	2	2	2	TRUE	TRUE
[28/Apr/2020:15:17:33]	h46lcan09urko7o1po5uc7b2l4	45-54	Male	2	2	5	5	4	1	3	5	4	1	TRUE	TRUE
[28/Apr/2020:15:41:21]	m1ovtdr362mq15ah2a1s3m09pu	25-34	Female	2	2	5	5	5	5	2	5	5	1	TRUE	TRUE
[28/Apr/2020:15:38:06]	lkm9uttc144k459vvaju3u9gqe	25-34	Male	3	0	3	4	2	3	4	3	4	2	FALSE	TRUE
[28/Apr/2020:15:45:17]	eq32ma7jos6j3u24gjii7g5qm7	35-44	Male	2	3	1	4	2	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:15:43:15]	u0a3q3iost4nos0tt6cnigph7l	18-24	Male	2	1	3	5	3	2	2	5	3	1	TRUE	TRUE
[28/Apr/2020:15:48:33]	jk7892d953trr96237lo7ksibd	25-34	Male	1	7	5	5	5	5	5	5	1	1	TRUE	TRUE
[28/Apr/2020:15:51:10]	ncq9nnnkdrk702rl7cbhhvb31p	25-34	Male	3	1	2	5	2	1	1	5	2	1	TRUE	TRUE
[28/Apr/2020:15:51:05]	mv1ikq281b04a2kndf8ajdkose	18-24	Male	1	0	3	2	3	3	1	2	2	2	FALSE	TRUE
[28/Apr/2020:15:56:48]	lg3hq0q1t1la93423o3tqtbkc6	35-44	Male	2	3	5	5	5	5	4	5	5	4	TRUE	TRUE
[28/Apr/2020:15:55:16]	rod37ss4kktfnpthj322ktfqfm	45-54	Female	3	2	3	4	4	1	2	4	4	4	FALSE	TRUE
[28/Apr/2020:15:56:19]	dsfhkup8d7f3rkdt4c6fiegemk	45-54	Female	1	7	3	2	3	4	3	3	2	3	FALSE	TRUE
[28/Apr/2020:16:06:55]	gkbtj9imfjq246mt1g5uvc5q5e	25-34	Male	1	7	5	5	5	5	5	5	4	3	FALSE	TRUE
[28/Apr/2020:16:11:46]	gsjv0tpum86de17afdtfoa1otj	35-44	Male	2	5	5	5	4	3	4	4	4	3	TRUE	TRUE
[28/Apr/2020:16:03:15]	1rv5oai8hg98uo9shfplp44gof	35-44	Male	2	4	4	4	4	2	4	4	4	2	TRUE	TRUE
[28/Apr/2020:16:10:40]	7unnd106n1j81rfifpujfs14s7	45-54	Male	2	7	4	4	2	3	1	5	5	1	TRUE	TRUE
[28/Apr/2020:16:16:41]	ur8udbb1353hnccfocv7dupn1n	>55	Female	5	2	5	5	4	3	2	2	5	2	TRUE	TRUE
[28/Apr/2020:16:17:56]	ka0env6p503v8sb4tvigkop3b2	25-34	Male	1	6	4	5	5	2	1	3	1	1	TRUE	TRUE
[28/Apr/2020:16:19:06]	beqrm10df1l6nd8s0f5vl5bfi1	45-54	Female	2	2	5	5	5	2	3	5	5	1	TRUE	TRUE
[28/Apr/2020:16:19:16]	p6ogjuferr1tculolajdra49b1	35-44	Male	1	6	3	4	1	1	1	5	2	1	TRUE	TRUE
[28/Apr/2020:16:18:36]	tsbvisdef1bt4kb3rou4sngvbm	25-34	Female	2	2	2	4	4	1	1	4	2	1	FALSE	TRUE
[28/Apr/2020:16:22:00]	gjdj17a7usl0o5h8o5doqq2c5i	45-54	Female	1	7	1	5	5	1	1	5	5	1	FALSE	TRUE
[28/Apr/2020:16:29:36]	3vq2o7nsd1kjvqdmqbqgrvra0s	18-24	Male	2	3	1	4	1	2	3	5	2	1	TRUE	TRUE
[28/Apr/2020:16:54:33]	j014bqapjv32eepv5reb4ug9l6	25-34	Female	1	0	2	5	5	1	1	2	3	1	TRUE	TRUE
[28/Apr/2020:16:48:49]	7fiueu9mdmhhvara67b684kk9o	25-34	Male	2	2	5	5	2	1	3	4	4	2	TRUE	TRUE
[28/Apr/2020:16:48:48]	crk7h92klicni35o4vvdgqr9or	35-44	Male	2	4	5	5	5	2	2	5	5	2	TRUE	TRUE
[28/Apr/2020:16:51:23]	47gi2h3fo4l5ouddh129l06n9p	45-54	Male	1	2	4	5	2	2	1	3	1	1	FALSE	TRUE
[28/Apr/2020:16:55:06]	6090nmrcir2hrkba5otca09p78	45-54	Female	4	0	3	4	2	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:16:55:04]	olfh1ftvu2okorj4ni8gk5m3jl	35-44	Male	5	1	3	4	3	2	2	4	4	2	FALSE	TRUE
[28/Apr/2020:16:53:28]	qhiub620ao140m66h778jsau1o	25-34	Male	2	3	3	5	5	4	4	3	5	4	FALSE	TRUE
[28/Apr/2020:16:58:30]	ms859vu258itu028kfmpu8tk3s	45-54	Male	1	6	3	5	3	1	1	2	2	1	FALSE	TRUE
[28/Apr/2020:17:19:43]	esmp1gibgb0s0q1l8t6sghp08k	45-54	Female	3	1	1	4	1	1	1	5	1	1	TRUE	TRUE
[28/Apr/2020:17:09:46]	1lk7go940b1hm8pgc1605l1e7t	35-44	Female	1	0	4	5	3	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:17:24:36]	epj5a71d93f8qod7bqvlbddegj	>55	Male	4	2	4	5	3	1	1	3	2	1	TRUE	TRUE
[28/Apr/2020:17:09:07]	o6mkhtk2sjbshuaacjon3vd07i	35-44	Male	4	1	3	5	4	2	2	3	2	2	FALSE	TRUE
[28/Apr/2020:17:19:30]	aktltf7eetmkjnk6ea5fmalf42	>55	Male	1	7	1	1	1	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:17:23:06]	mdi6ef4obnrc3b8gc5oq7acpnb	45-54	Female	1	7	2	4	3	3	4	5	2	2	TRUE	TRUE
[28/Apr/2020:17:23:35]	q0u7iujqg8is9fgdmrk7tqffli	25-34	Male	2	7	1	5	1	1	3	5	4	1	TRUE	TRUE
[28/Apr/2020:17:25:42]	7fqlp2gd1hufu4mr3t6ibech81	45-54	Female	1	7	1	1	1	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:17:34:44]	mafi147m06stmp5f9an3u7joj1	>55	Female	1	7	3	3	2	1	1	5	4	1	TRUE	TRUE
[28/Apr/2020:18:11:17]	u734vbmnsacr6qpj4rjae2kcsh	>55	Male	1	7	1	5	1	1	1	4	4	1	FALSE	TRUE
[28/Apr/2020:18:14:26]	6hb2s5do57olp695buj05gsfdn	35-44	Female	2	4	1	5	4	1	1	5	3	1	TRUE	TRUE
[28/Apr/2020:19:18:10]	knk1c14594tfl8slen9af904aj	>55	Female	1	5	5	5	3	2	5	4	5	1	FALSE	TRUE
[28/Apr/2020:12:15:47]	1u0ia6fg2q776blo9snb006725	25-34	Female	2	5	5	5	3	2	3	5	4	2	FALSE	TRUE
[28/Apr/2020:12:16:42]	gv09tipv9h79bgv068oti7gvup	35-44	Male	5	2	1	1	1	1	1	4	4	1	FALSE	TRUE
[28/Apr/2020:12:17:32]	tmf6csu8bsu3cmk1cdteokvdnl	>55	Male	2	1	4	2	3	2	3	5	4	2	TRUE	TRUE
[28/Apr/2020:12:57:34]	klm0gejoafq5912rc88u23j91j	25-34	Male	2	5	3	5	4	1	2	5	5	1	TRUE	TRUE
[28/Apr/2020:12:34:50]	t1nraneeb0f0kcg96jd0t8a59b	45-54	Male	1	5	5	5	5	5	5	5	5	1	FALSE	TRUE
[28/Apr/2020:12:28:56]	lliiva83fbmeg7as5lg6bnuukg	25-34	Female	1	1	3	4	4	4	4	3	4	3	FALSE	TRUE
[28/Apr/2020:12:38:54]	siht4fb85ok627138kabp7b6it	25-34	Male	1	1	3	1	2	1	1	3	3	1	FALSE	TRUE
[28/Apr/2020:12:55:25]	u47n56q4ip5oeqhts7st26m312	>55	Male	2	1	1	1	1	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:12:43:32]	vsv8fobfm1f12qn7lnuta2g3a3	25-34	Male	2	1	1	2	1	5	1	5	5	1	TRUE	TRUE
[28/Apr/2020:12:51:16]	ag7skvs8plck2kh7ii9oh97jch	25-34	Female	2	5	4	5	5	2	4	5	4	1	TRUE	TRUE
[28/Apr/2020:13:24:04]	1985ng6eipjfdmm64nuote7sgs	>55	Female	1	5	2	1	1	1	2	5	2	2	FALSE	TRUE
[28/Apr/2020:13:27:43]	lldc1oku6as4al9sblntpihpls	>55	Female	5	1	4	3	1	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:13:26:17]	f545utl56otduvlk25nuqfh1ca	25-34	Male	5	0	3	4	2	1	1	3	2	1	FALSE	TRUE
[28/Apr/2020:13:42:06]	jej10sm1q3dni0ou8r6l73i6np	45-54	Male	1	7	4	5	2	1	2	5	4	1	TRUE	TRUE
[28/Apr/2020:13:40:43]	gf2dkv6jn05h13qqqk07b56grr	45-54	Female	4	1	2	5	2	2	5	5	5	2	TRUE	TRUE
[28/Apr/2020:14:04:52]	mq9f287s5qh157kok0lnblolhh	35-44	Male	2	1	4	4	3	1	2	4	4	1	TRUE	TRUE
[28/Apr/2020:14:37:45]	9b2glq34v6qokabpvhgbt2k13b	45-54	Male	2	3	4	4	1	1	4	5	5	1	TRUE	TRUE
[28/Apr/2020:14:43:09]	stvtphgp34sr5393eknosh3c9c	25-34	Male	2	4	5	3	4	2	3	2	4	1	FALSE	TRUE
[28/Apr/2020:14:48:37]	e7ggus2ihhdc1makk5gnrc3uhl	45-54	Male	2	7	4	5	3	3	4	5	3	1	TRUE	TRUE
[28/Apr/2020:14:42:58]	3b4qvp0idee2ddran4fgvbkclr	>55	Female	1	7	4	4	3	2	2	4	3	1	TRUE	TRUE
[28/Apr/2020:15:09:32]	0mik5hn0t0vfa6ui6l6h48isga	>55	Female	4	1	5	2	1	3	4	5	2	1	TRUE	TRUE
[28/Apr/2020:14:51:32]	c393jemtsh8t2imntpgqm5mdsg	25-34	Female	5	0	3	4	2	1	1	3	3	1	TRUE	TRUE
[28/Apr/2020:14:56:31]	hof1p0bb6tn1tqhi5pg5aich1f	25-34	Male	5	0	1	1	2	1	1	5	2	1	TRUE	TRUE
[28/Apr/2020:15:14:53]	o9buetrbsa13oh2e1n6952l0ic	45-54	Male	5	0	4	5	4	1	1	3	4	3	FALSE	TRUE
[28/Apr/2020:14:53:13]	odcbomfcollg2p5mg4ept7miav	>55	Male	1	3	4	4	2	4	4	4	3	3	FALSE	TRUE
[28/Apr/2020:15:13:29]	4bmtma76cb27jg70p6m8k49jq1	35-44	Female	2	4	4	4	4	2	2	5	5	1	TRUE	TRUE
[28/Apr/2020:15:13:03]	9j4342mkc9218iuj3hfhq9dqvh	45-54	Male	1	0	4	5	5	4	5	5	5	3	FALSE	TRUE
[28/Apr/2020:15:02:15]	v0b22cvq15pe7nbq0a7rf8fb25	25-34	Male	2	4	4	3	1	1	1	3	4	1	TRUE	TRUE
[28/Apr/2020:15:34:18]	0lis8351d575ig4s66cn1ba1th	18-24	Male	5	0	3	5	5	1	1	2	2	1	FALSE	TRUE
[28/Apr/2020:15:36:23]	lmbhd4k1ucl89pu4tm79dv2lb4	35-44	Male	5	3	4	4	4	4	4	4	4	4	TRUE	TRUE
[28/Apr/2020:15:42:24]	cvcv95gm7hiu1n3c3ra4hqs24f	35-44	Male	2	2	3	5	5	1	2	4	4	1	FALSE	TRUE
[28/Apr/2020:15:37:31]	s4kfakd3lgpqjrspgc11nouosr	35-44	Male	4	0	4	5	2	2	1	2	4	1	TRUE	TRUE
[28/Apr/2020:15:48:25]	lgrkf78kpkuh76l85mfum620gc	35-44	Female	5	0	2	3	3	1	1	5	4	2	TRUE	TRUE
[28/Apr/2020:15:58:13]	fubqerkdcvu99g4j8ue07olsbn	45-54	Female	1	5	4	3	4	3	2	3	3	2	FALSE	TRUE
[28/Apr/2020:15:52:10]	cmdpe2rt2bjqna7fkqsnc3cvic	25-34	Female	2	1	3	4	1	1	2	5	5	1	TRUE	TRUE
[28/Apr/2020:15:49:34]	40obv6e1fcor7056pga6g8t5o7	25-34	Male	5	2	4	4	3	2	3	4	3	4	FALSE	TRUE
[28/Apr/2020:15:51:42]	perh7jht15068nl6r56lqd3eqj	35-44	Female	2	1	5	5	3	1	1	5	3	1	TRUE	TRUE
[28/Apr/2020:15:53:44]	lfb89d9ipbgob5505bhdbp7ejo	25-34	Female	1	5	4	5	2	3	4	4	5	1	TRUE	TRUE
[28/Apr/2020:15:57:43]	j8doicjmc10kiohi46nr1aa3d2	25-34	Female	1	0	4	3	2	3	3	4	3	4	FALSE	TRUE
[28/Apr/2020:15:53:08]	c9av3c94gi767gu2pn365a1et9	35-44	Male	1	6	4	4	2	1	4	4	4	1	TRUE	TRUE
[28/Apr/2020:16:10:03]	u9g23c9aampib1tqccgavr7adt	25-34	Male	2	5	5	5	3	4	4	4	4	4	FALSE	TRUE
[28/Apr/2020:16:05:47]	q4emu00oena8g68n4ibsknhuol	25-34	Female	1	7	3	4	3	4	3	4	3	3	FALSE	TRUE
[28/Apr/2020:16:16:21]	qncc2li86bqdcqi822ksmfi29h	45-54	Male	5	4	4	5	3	1	3	5	4	1	FALSE	TRUE
[28/Apr/2020:16:17:34]	44doi9jele2le2jvibrt8olv7a	25-34	Female	2	5	3	2	2	3	2	4	3	2	FALSE	TRUE
[28/Apr/2020:16:21:26]	160urrrnpa44vmemc0ev47glaa	45-54	Male	1	6	1	4	1	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:16:54:33]	d6hnu9evaievj4uqps7oh2jifb	35-44	Female	1	5	3	3	1	1	1	1	2	1	TRUE	TRUE
[28/Apr/2020:16:58:15]	94tuag9sas1j0662455sks35nm	>55	Female	1	7	3	3	1	1	3	5	3	1	FALSE	TRUE
[28/Apr/2020:17:12:58]	uo1hvkae3mcuspuds89idt4qnm	25-34	Male	2	5	4	3	4	2	4	3	2	2	FALSE	TRUE
[28/Apr/2020:17:05:32]	jc3btc7gf13od1pth18ri06fm6	35-44	Female	2	1	1	4	2	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:17:14:34]	1k0e8fddr2048cic0lthcgplln	45-54	Female	4	1	5	2	3	1	2	5	3	1	TRUE	TRUE
[28/Apr/2020:17:20:38]	gigof19cra27j76ahngkkhm6nu	35-44	Female	1	7	5	5	1	2	1	5	2	1	TRUE	TRUE
[28/Apr/2020:18:00:57]	evbb8b10mare8e1touj81a84mh	35-44	Female	2	2	4	4	2	4	2	5	4	1	TRUE	TRUE
[28/Apr/2020:18:06:55]	sqmejcvj1qsq50hnjpog3plks7	18-24	Male	2	1	2	5	4	1	1	2	2	2	FALSE	TRUE
[28/Apr/2020:19:18:04]	mh7gt009crs9gqfu4dg47vmr9o	35-44	Female	5	0	1	5	4	1	5	5	5	1	TRUE	TRUE
[28/Apr/2020:12:11:03]	atcappekjblga7c2mm00hls7o8	35-44	Female	5	0	3	4	4	1	1	4	3	1	FALSE	TRUE
[28/Apr/2020:12:48:10]	gr30o0312eebmp3r8l9l5enkaj	35-44	Male	1	7	4	5	3	1	1	3	3	1	FALSE	TRUE
[28/Apr/2020:12:54:21]	9mo75n7p1hgeiabcj856tefg1b	18-24	Female	1	7	5	5	5	5	5	5	5	5	FALSE	TRUE
[28/Apr/2020:12:53:29]	au1n3v6ebf1gniq0tb1r4i3ggn	>55	Female	1	7	5	5	5	1	1	5	5	1	FALSE	TRUE
[28/Apr/2020:13:23:40]	mjc1jf8uf6uvo3vs5jisgjvrh5	35-44	Female	1	7	1	5	3	1	1	5	3	1	TRUE	TRUE
[28/Apr/2020:13:21:35]	rigksh4lk5ai7otku5su9n4lo5	25-34	Male	2	2	1	4	1	1	1	5	1	1	TRUE	TRUE
[28/Apr/2020:13:22:16]	9i9q1jgd6r20pj6ubish4ft44k	35-44	Female	2	5	5	3	1	1	1	5	3	1	TRUE	TRUE
[28/Apr/2020:14:27:17]	u04ebuvrs2uo3s8of4psm17jt5	35-44	Female	3	2	3	4	2	1	1	3	3	1	FALSE	TRUE
[28/Apr/2020:14:31:48]	7bhk793nquocmui6pvjihgbu2j	25-34	Male	1	7	3	5	1	1	5	4	4	1	TRUE	TRUE
[28/Apr/2020:14:48:52]	h47kmg0rrd6jhvcij8be8qdj4i	45-54	Female	1	7	3	4	3	4	5	3	4	4	FALSE	TRUE
[28/Apr/2020:14:48:11]	2lc8m06kej9u67j9lka2acejmk	35-44	Male	1	7	2	5	2	1	3	5	5	1	TRUE	TRUE
[28/Apr/2020:14:55:33]	lqtf1m09g31veiqftgmiuqmpgc	25-34	Female	1	7	4	5	4	5	4	5	5	4	TRUE	TRUE
[28/Apr/2020:14:55:57]	0lle83klk99fhkok773ohl3ho5	25-34	Male	3	1	4	2	1	1	1	5	2	1	TRUE	TRUE
[28/Apr/2020:14:58:22]	oa6j6aqc7h3rt32k5e7aa41653	35-44	Male	1	6	1	5	1	1	1	5	4	1	TRUE	TRUE
[28/Apr/2020:15:04:58]	a84i34ntb9opokb0r06rs45aml	>55	Female	1	6	3	2	1	1	1	4	3	1	FALSE	TRUE
[28/Apr/2020:15:03:32]	b2m9ds8a47oshii4s3ei228hm7	35-44	Female	1	7	2	4	2	1	1	4	4	1	FALSE	TRUE
[28/Apr/2020:15:15:51]	eqr1ueol6s04akem7v7at4dbvn	35-44	Female	1	4	5	5	3	2	3	5	5	4	FALSE	TRUE
[28/Apr/2020:15:42:06]	1cmuisbm6nmgq33hetdplhcprn	18-24	Male	2	5	3	5	5	3	4	2	5	1	FALSE	TRUE
[28/Apr/2020:15:37:45]	ctb0n4dbdufd4t1gun80uf6am8	25-34	Male	3	3	3	3	3	3	3	3	3	3	FALSE	TRUE
[28/Apr/2020:15:49:26]	14eh0t5tirvufs2ihm5kqc940s	25-34	Female	1	7	4	4	2	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:15:46:48]	n2qrf9r8ttftggmea0hb8ks0ek	25-34	Male	2	2	3	3	2	4	3	3	3	2	FALSE	TRUE
[28/Apr/2020:15:56:26]	9hf1kur8qi3uanldcm25439r32	45-54	Female	5	0	3	5	2	1	1	5	4	1	TRUE	TRUE
[28/Apr/2020:16:06:43]	khikn7fntsi9ghcbp65jpbhsl9	35-44	Male	5	0	5	2	1	1	2	4	5	1	TRUE	TRUE
[28/Apr/2020:16:13:01]	gddkqbmfd8gccbjkevhem5oegl	25-34	Male	2	2	3	3	2	1	2	4	4	1	TRUE	TRUE
[28/Apr/2020:16:30:34]	i6spu55o6brob89ns6o7esgh74	>55	Female	5	5	2	2	1	2	2	4	4	1	TRUE	TRUE
[28/Apr/2020:16:54:42]	icb3jp2v41auq3tp08g1ikfjcd	35-44	Female	2	1	3	4	4	2	2	5	5	1	FALSE	TRUE
[28/Apr/2020:16:57:13]	f5ngppqr38u3ktope2bjisr55n	18-24	Female	3	3	4	5	4	4	3	4	4	3	TRUE	TRUE
[28/Apr/2020:17:15:07]	5smuoaul1djpj60uu3m8ni70ir	>55	Female	5	0	4	4	1	3	1	4	5	3	TRUE	TRUE
[28/Apr/2020:18:16:52]	nmvv26ui3ojsg3s3i0g31pn65q	25-34	Male	2	2	4	5	3	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:18:10:18]	qqiqei2ribjn2p3aclcdht8uf3	>55	Female	1	5	3	4	4	3	5	4	4	3	FALSE	TRUE
[28/Apr/2020:18:29:47]	mvhoep7eed1dn6oprsluck3fn2	25-34	Female	3	1	3	5	3	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:12:35:47]	2tc4f7655tsmei9nobhmojvevj	25-34	Male	1	5	4	4	5	5	2	5	5	3	TRUE	TRUE
[28/Apr/2020:12:42:25]	l5ttua9uubuqujag429see12tm	35-44	Male	1	7	3	3	1	3	3	5	3	1	TRUE	TRUE
[28/Apr/2020:13:42:36]	4lpt9t03mtlhrb9pj9uns39tp9	25-34	Male	2	2	2	5	2	1	1	5	3	1	TRUE	TRUE
[28/Apr/2020:13:56:24]	fida7nc73887qriqndaoq9orks	35-44	Male	4	1	4	5	1	1	1	5	4	1	TRUE	TRUE
[28/Apr/2020:13:59:24]	squbvnihjqerhir8odi9lcjpkk	25-34	Female	5	0	2	5	1	1	1	4	2	1	TRUE	TRUE
[28/Apr/2020:14:30:02]	2hunv7jj5h62viouf832c6s2tb	25-34	Male	2	1	2	2	1	1	1	5	5	1	TRUE	TRUE
[28/Apr/2020:14:46:58]	ablgnbv5ddk15evknc7v8g8eav	35-44	Male	1	1	5	5	5	5	5	5	5	5	FALSE	TRUE
[28/Apr/2020:14:55:37]	1k6jco8dqu01v0v3op2s5nd1i0	35-44	Male	3	1	2	2	2	2	2	5	5	1	TRUE	TRUE
[28/Apr/2020:15:24:13]	nlkimra5tg7mn4dcrddgr5jb6v	>55	Male	2	3	4	4	2	1	2	5	5	1	TRUE	TRUE
[28/Apr/2020:15:11:19]	81r0ma2ktbsivcemi6q9san6nh	>55	Male	1	7	1	5	5	1	1	5	1	1	TRUE	TRUE
[28/Apr/2020:15:08:31]	5juu9fabbb85uh9c7sgpm7pk6o	25-34	Female	2	2	5	5	1	1	1	5	1	1	TRUE	TRUE
[28/Apr/2020:16:09:34]	vq3i2gbvqi2v2cg3ojtbn78b6p	25-34	Female	1	7	4	5	5	2	2	5	4	1	TRUE	TRUE
[28/Apr/2020:16:50:46]	karia08mmnb23j2e68e96336ga	25-34	Female	1	3	3	4	4	5	4	4	3	4	TRUE	TRUE
