date	id	r1	r2	rating	fam1	fam2	conf	rand	step	timediff	all	title_lev	title_jw	title_lcs	title_bigram	title_lda	text_sent	text_lda	text_tfidf	text50_tfidf	sharpness	entropy	brightness	colorfulness	embeddings	contrast	bio_tfidf	bio_lda	author_jacc	daydist	subcat_jacc	passed	finished	id2	date2	age	gender	newsws	days_news	subcat	title	image	author	datetime	text	sentiment	author_bio
[28/Apr/2020:11:39:09]	4tcqllaua1pft1bt0mq0j0rp0v	a5bc90202c29d235536cde0e3d384e3a	5982b0b4-8b05-11e1-90a9-fe032e7b7b2d	5	5	5	5	1	1	87.0	0.3249293749316061	0.11250000000000004	0.36	0.11250000000000004	0.04444444444444445	0.0	0.8079545454545454	0.0	0.041909615799801014	0.008016497476064158	0.9811168665468196	0.8947099639277112	0.7644145121276882	0.93794741332497	0.2212455421592613	0.8853792910284941	0.014940869834386285	0.0	0.0	0.3115079365079365	0.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:39:34]	4tcqllaua1pft1bt0mq0j0rp0v	c0f33cdf998c87c6c2b0f494e2117ff3	6395df428a270529aaaaafb05282b59c	1	2	3	4	1	2	25.0	0.3102804939130882	0.16129032258064513	0.61	0.3387096774193549	0.12037037037037035	0.0	0.8787878787878787	0.0	0.04876324646856146	0.056953981177335036	0.2130500926381802	0.8233231047174978	0.5904005259767937	0.9477080287993684	0.13434276224370192	0.7675905152145837	0.01927968932780946	0.0	0.0	0.4950396825396826	0.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:40:07]	4tcqllaua1pft1bt0mq0j0rp0v	2964ee5f37d0c25ea84ba52c27fc7b7b	b3e9f7ef2f607b333a753510fab8fe79	1	1	1	4	1	3	33.0	0.4065326921473134	0.21649484536082475	0.53	0.25773195876288657	0.1111111111111111	0.0	0.8475228475228476	0.0	0.05037395857474161	0.02076994385239711	0.6522452349564458	0.8529352130915505	0.8830739154283646	0.927236894059134	0.2353687628269077	0.7907691807009047	0.2597346168966628	0.0	0.0	0.4952853598014888	1.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:40:37]	4tcqllaua1pft1bt0mq0j0rp0v	2de7c280-d44f-11e6-9cb0-54ab630851e8	5696e481d4164e59bf73030f1ef13be4	1	3	2	4	1	4	30.0	0.3290440074442927	0.1842105263157895	0.51	0.21052631578947367	0.09183673469387756	0.0	0.7986111111111109	0.0	0.028472195459676643	0.0	0.231521423063956	0.8853821915336951	0.9720232387706098	0.9736725985466244	0.24140454912420586	0.8946409849083048	0.0538683142735367	0.0	0.0	0.5047099652949926	0.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:41:05]	4tcqllaua1pft1bt0mq0j0rp0v	1b9170e7872ca2ea9e25797309e862cb	3340e9d1ffddc19fe8ff500f2078fd59	1	3	3	3	1	5	28.0	0.2962562265747287	0.2380952380952381	0.51	0.2571428571428571	0.09929078014184398	0.0	0.965922619047619	0.0	0.05871783930698558	0.01930761723128389	0.15311607954961415	0.3446575918012835	0.363533613704455	0.8675870697243739	0.16185966407184862	0.8255560730563191	0.06380798936453072	0.0	0.0	0.9965294992563212	0.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:41:33]	4tcqllaua1pft1bt0mq0j0rp0v	d9604266044a55bc924b6669e583e394	06d95b07cbe0524c334c001dac858ef6	2	1	2	3	1	6	28.0	0.6017163979874375	0.20408163265306128	0.62	0.2857142857142857	0.075	0.81518006	0.9691666666666666	0.0	0.027027578303433428	0.0	0.8723883632940708	0.8067816359298707	0.7609906816677124	0.9286198443838976	0.3765135294754977	0.9864680445754728	1.0	1.0	1.0	0.3063956370847793	1.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:41:54]	4tcqllaua1pft1bt0mq0j0rp0v	1ae62809317ede4456a6c56c5b31b8eb	8601df2b6c2f977d33249da2913a23d7	1	3	2	3	1	7	21.0	0.34028348285669047	0.2330097087378641	0.62	0.27184466019417475	0.136986301369863	0.0	0.95375	0.0	0.026915044961038442	0.0	0.2032976655172859	0.9344009371109964	0.8093555954411484	0.8935393180267528	0.17135219380429514	0.9552836756986992	0.0	0.0	0.0	0.5959345562716907	0.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:42:13]	4tcqllaua1pft1bt0mq0j0rp0v	1e35de13c28f5d537d347551fbdd8530	757dd4feb02790af8fdbcef6212a3d2a	1	1	1	4	1	8	19.0	0.37910443822295004	0.2363636363636364	0.62	0.3090909090909091	0.05681818181818181	0.0	0.8863095238095238	0.0	0.02520854375424564	0.010482606036003091	0.7313496170452025	0.942533389207384	0.877379614115918	0.8580718721906007	0.3463882727996834	0.96030681297459	0.0518105991489041	0.0	0.0	0.6699751861042184	0.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:42:43]	4tcqllaua1pft1bt0mq0j0rp0v	d2a3eee61cbf2ecef05c2ceee932950f	366e2584-bfc8-11e1-8bfc-db1f876ebdcb	1	1	2	3	1	9	30.0	0.28314469859874086	0.13541666666666666	0.44	0.14583333333333334	0.008130081300813009	0.0	0.9559523809523808	0.0	0.036944488183964334	0.012134430534541836	0.1836229823474181	0.7699518363320926	0.6203567291088173	0.9833488980893592	0.17554589127284648	0.8984642954201301	0.037767355257850715	0.0	0.0	0.25942460317460314	0.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:43:04]	4tcqllaua1pft1bt0mq0j0rp0v	126eb7e26d9e6878caeb90ced5283f21	1e56294d3c7186f4bae8211075ec9869	3	3	1	3	1	10	21.0	0.579403677208738	0.2533333333333333	0.67	0.33333333333333337	0.17796610169491525	0.0	0.9833333333333334	0.0	0.10184411635926008	0.13740699681976604	0.5135689750302701	0.9864453605009572	0.5981040054040055	0.7536656891195845	0.3306279278966557	0.9285038951588676	1.0000000000000002	1.0	1.0	0.8199404761904762	1.0	TRUE	TRUE	4tcqllaua1pft1bt0mq0j0rp0v	[28/Apr/2020:11:43:57]	25-34	Female	2	0	4	2	2	1	1	4	3	1
[28/Apr/2020:11:38:18]	sm841dtu5rbcmmg7tl5qu9m1nt	da3f1f5537ae7c55524e50a2a3eab6e7	e4ab8b24-b50c-11e3-b899-20667de76985	4	4	5	5	1	1	20.0	0.4418696962319954	0.215686274509804	0.65	0.303921568627451	0.07926829268292683	1.0	0.99375	0.0	0.050059479493949705	0.0	0.4534982511665783	0.9936923977446316	0.9851831336157648	0.9872851929978383	0.1880883326743736	0.8810303744298624	0.11418546060847705	0.0	0.0	0.4417451660882499	0.5	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:38:22]	sm841dtu5rbcmmg7tl5qu9m1nt	2d968456-bbd1-11e1-8867-ecf6cb7935ef	fefffe7f0243ae170ce841eded453dea	3	5	4	4	1	2	4.0	0.3990618953647621	0.3108108108108109	0.64	0.3513513513513513	0.21782178217821785	0.0	0.8416666666666667	0.0	0.041523073951925324	0.029376623175426587	0.22086533404985909	0.9496748182201704	0.9531599897168456	0.9634195643682408	0.19538526711803425	0.9950159206772272	0.14355995227958107	0.0	0.0	0.6276067527308837	0.5	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:38:28]	sm841dtu5rbcmmg7tl5qu9m1nt	80d10194-08a9-11e2-afff-d6c7f20a83bf	839efadad921785626628be537c4fea6	4	3	4	5	1	3	6.0	0.43087712275382134	0.2195121951219512	0.61	0.29268292682926833	0.07575757575757576	0.0	0.9692460317460316	1.0	0.07236587377277709	0.014857816503539288	0.3056617653722492	0.9853026280184624	0.9499184844128988	0.9563043723603062	0.1889757669414477	0.9896766727556556	0.02753879478843916	0.0	0.0	0.9597415506958248	0.0	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:38:36]	sm841dtu5rbcmmg7tl5qu9m1nt	2df836f623508dc688614a62933503b7	1f6f3c4020ad0149f1164fbc813588b5	4	3	4	4	1	4	8.0	0.36337557640843576	0.1910112359550562	0.48	0.202247191011236	0.06504065040650407	0.0	0.984090909090909	0.0	0.019341327238320195	0.0	0.4933105515729642	0.9744668509669376	0.944797808472126	0.9959033477970998	0.2033700363543269	0.98718061383103	0.06289797667379453	0.0	0.0	0.6638530287984111	0.0	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:38:45]	sm841dtu5rbcmmg7tl5qu9m1nt	abe9dcaba544c68115624755c74068b0	147954b625364f0e536631786d0bd97a	3	5	4	5	1	5	9.0	0.2927166905090821	0.17346938775510198	0.47	0.19387755102040816	0.07936507936507936	0.0	0.9488636363636364	0.0	0.052856007089396514	0.0	0.15021705395659068	0.8500133254616458	0.6950929169479095	0.8930903892952768	0.14924415111484374	0.6994837763630668	0.0	0.0	0.0	0.4987605354486862	0.0	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:38:52]	sm841dtu5rbcmmg7tl5qu9m1nt	5c320b755c919e90ccf4801c2468e581	f1910fa17d4628d14b4af53cd2f2bd44	5	5	4	5	1	6	7.0	0.32898299841623274	0.20253164556962025	0.55	0.26582278481012656	0.11607142857142858	0.0	0.8490079365079366	0.0	0.06759383627691391	0.07014165720390539	0.6741993718631325	0.8245816461368998	0.5326178907721342	0.9931060372288476	0.20175466514960844	0.8898238821548314	0.04245676466132159	0.0	0.0	0.2999504214179475	0.0	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:38:56]	sm841dtu5rbcmmg7tl5qu9m1nt	65bd73e0a4c05daf1f8e06ba4fb4acca	44622f6fecebcfb3a79f53fb1aa16367	5	5	5	4	1	7	4.0	0.304818975534281	0.1724137931034483	0.62	0.27586206896551724	0.09375	0.0	0.9	0.0	0.05312028071538463	0.0490315140120707	0.17690715405269394	0.5305235282282796	0.635047608170833	0.8395375573111754	0.29531060461114034	0.7982993788996189	0.045161630555904775	0.0	0.0	0.6114143920595534	0.0	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:38:59]	sm841dtu5rbcmmg7tl5qu9m1nt	ae2f8068-a639-11e4-a7c2-03d37af98440	4f9df15e1b564e24e1d9ed06d3d4d46c	5	4	3	5	1	8	3.0	0.4417225470908348	0.1868131868131868	0.67	0.3956043956043957	0.14838709677419354	0.0	0.8625	0.0	0.10757694966927538	0.033398529883773065	0.934491907534204	0.9652989451927242	0.9023319168242137	0.9520618069113308	0.378373605420689	0.962848705511946	0.0698829432958111	0.0	0.0	0.7648809523809523	0.5	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:39:05]	sm841dtu5rbcmmg7tl5qu9m1nt	7a1d8138214ecf317bba2603f7406050	44622f6fecebcfb3a79f53fb1aa16367	3	3	4	3	1	9	6.0	0.338670513164693	0.22580645161290325	0.63	0.3387096774193549	0.14736842105263154	0.0	0.925	0.0	0.03020070863646658	0.0	0.31634028252861796	0.5295143484584286	0.6103507634623541	0.9614887591052601	0.32360537364126163	0.6868112548625476	0.13506285774976556	0.0	0.0	0.913151364764268	0.0	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
[28/Apr/2020:11:39:09]	sm841dtu5rbcmmg7tl5qu9m1nt	0c331fcfa1622580451eac202fde1016	25b8ae1054625af1d03ccb4f16b1db2d	4	5	4	3	1	10	4.0	0.4504121885529756	0.17021276595744686	0.67	0.3404255319148937	0.1794871794871795	0.0	0.8840277777777777	0.0	0.1132391381410308	0.030803036391259912	0.4946678087670233	0.9743768439071882	0.9940275533118345	0.8075177610371921	0.36829275096758396	0.9889618593111602	0.13109265297682945	0.0	0.0	0.8611111111111112	1.0	FALSE	TRUE	sm841dtu5rbcmmg7tl5qu9m1nt	[28/Apr/2020:11:39:32]	25-34	Male	1	7	4	5	2	3	2	5	4	2
